price,id
2109.5,0
3041.9,1
2696.3,2
3157.4,3
2652.5,4
1860.8,5
3187.9,6
2939.4,7
4435.9,8
2461.3,9
2224.4,10
1578.3,11
2933.1,12
3742.2,13
4641.4,14
4352.5,15
4262.1,16
4174.0,17
2679.3,18
2064.6,19
2184.8,20
2372.8,21
3906.8,22
2465.1,23
4871.3,24
2352.6,25
3108.1,26
2311.7,27
3426.6,28
3645.1,29
2131.8,30
2376.7,31
4239.7,32
2926.2,33
2972.7,34
4205.9,35
2526.3,36
1529.0,37
1893.2,38
1877.6,39
1983.0,40
3469.1,41
2382.1,42
2622.0,43
1866.6,44
4142.6,45
3768.0,46
3380.4,47
2227.7,48
2237.0,49
3308.0,50
2671.2,51
3860.7,52
3189.9,53
4398.0,54
2198.6,55
2139.7,56
2287.2,57
4089.6,58
3127.2,59
4472.7,60
2851.2,61
3148.0,62
3110.3,63
3293.3,64
3235.8,65
2290.8,66
2573.8,67
2803.7,68
2514.1,69
2969.0,70
1820.0,71
1578.1,72
2981.2,73
3148.0,74
2619.7,75
2311.0,76
4451.9,77
2803.3,78
2265.9,79
2864.0,80
5398.7,81
1819.0,82
3203.8,83
2092.6,84
3248.0,85
2140.9,86
2341.9,87
2158.4,88
2175.2,89
2619.5,90
2296.1,91
1518.6,92
1876.6,93
2563.6,94
5043.0,95
4184.2,96
3200.2,97
1823.0,98
2963.8,99
3021.3,100
2878.2,101
2126.6,102
1822.6,103
2294.6,104
1694.5,105
2754.5,106
3853.5,107
3284.2,108
2110.0,109
2160.8,110
4422.5,111
2965.5,112
3456.9,113
2080.8,114
3431.2,115
2658.1,116
2207.9,117
2328.1,118
3946.8,119
2284.9,120
2013.9,121
2261.5,122
3360.5,123
2598.0,124
5609.1,125
2079.8,126
3048.4,127
2247.1,128
2228.8,129
3431.0,130
2820.0,131
3447.0,132
2102.6,133
4504.9,134
3431.5,135
2835.3,136
2085.8,137
2126.0,138
2946.1,139
2752.1,140
2123.7,141
2256.7,142
3099.5,143
2267.2,144
3150.0,145
3222.8,146
3064.8,147
2058.8,148
2879.5,149
3189.3,150
3436.4,151
4697.2,152
3846.6,153
2100.3,154
2260.8,155
2874.9,156
2524.9,157
2900.0,158
2782.1,159
3284.5,160
4004.9,161
2757.0,162
2459.6,163
3161.6,164
4705.4,165
2470.2,166
2401.1,167
3615.0,168
3605.0,169
2628.3,170
3665.4,171
4257.6,172
3189.8,173
2178.8,174
3314.3,175
2912.6,176
4094.6,177
2816.3,178
2011.7,179
3197.3,180
4584.8,181
4622.2,182
3877.3,183
5468.5,184
2313.9,185
3192.5,186
3009.0,187
3127.0,188
3789.8,189
3597.4,190
2726.4,191
3993.9,192
2784.9,193
2320.3,194
2065.3,195
3431.7,196
4026.1,197
4479.6,198
2001.6,199
2283.0,200
2123.7,201
4443.7,202
1800.4,203
3213.7,204
2383.9,205
2729.8,206
4339.8,207
1924.2,208
2501.1,209
3400.7,210
2287.9,211
4647.5,212
3038.0,213
4272.9,214
2179.5,215
3934.9,216
5507.8,217
2133.8,218
3870.6,219
4859.8,220
2221.6,221
2230.5,222
2565.9,223
2276.6,224
4293.6,225
1753.1,226
2257.6,227
2409.1,228
3154.5,229
2200.8,230
3793.7,231
3459.7,232
2106.6,233
3256.1,234
3618.5,235
3772.3,236
2620.0,237
3694.7,238
2651.4,239
4699.0,240
2084.0,241
2573.5,242
2125.3,243
3318.2,244
3290.7,245
3713.9,246
5153.3,247
2755.5,248
3475.2,249
3276.0,250
3991.4,251
2260.0,252
2959.2,253
1979.8,254
3951.8,255
1994.7,256
3026.8,257
3614.6,258
3904.3,259
3162.3,260
1788.9,261
4723.3,262
5109.4,263
2778.4,264
2539.7,265
1648.2,266
3096.2,267
1524.6,268
2931.7,269
2156.2,270
2341.2,271
3152.9,272
2394.2,273
2726.0,274
2852.6,275
3733.7,276
2566.4,277
2112.2,278
2389.5,279
2356.0,280
2124.7,281
2357.5,282
2005.5,283
2828.2,284
2520.8,285
3393.3,286
2194.7,287
3743.7,288
2066.6,289
3234.8,290
2972.5,291
3132.3,292
2298.8,293
3064.6,294
4757.0,295
2123.0,296
3359.1,297
3384.9,298
2790.3,299
4428.2,300
2610.5,301
5295.5,302
2709.2,303
3725.9,304
2032.6,305
1888.7,306
1942.3,307
2406.3,308
3465.7,309
1634.0,310
2495.5,311
2546.8,312
4763.4,313
1720.7,314
3098.7,315
4875.0,316
3691.1,317
3154.8,318
2799.8,319
4788.3,320
2382.4,321
2714.8,322
3487.3,323
3595.6,324
2929.9,325
4478.7,326
2866.4,327
2311.2,328
5053.4,329
1768.5,330
2366.4,331
1454.3,332
2298.5,333
3167.7,334
4780.8,335
3137.7,336
4138.6,337
1878.0,338
3065.8,339
2448.4,340
2096.7,341
2079.1,342
3104.3,343
2662.6,344
4592.6,345
3683.5,346
2185.3,347
2183.0,348
2722.1,349
2993.0,350
2081.9,351
2515.1,352
1673.0,353
3881.8,354
3236.4,355
3160.8,356
2327.6,357
1846.6,358
2145.1,359
2090.9,360
2258.7,361
3491.4,362
2654.8,363
2162.7,364
3844.1,365
2944.6,366
2374.0,367
2977.0,368
2125.7,369
2401.8,370
4352.9,371
2164.9,372
4832.6,373
4428.9,374
2836.0,375
3151.6,376
2365.7,377
2879.7,378
2634.1,379
2375.1,380
2125.6,381
1832.2,382
2216.2,383
2948.1,384
2404.2,385
2778.9,386
2297.8,387
4043.9,388
4333.5,389
3018.6,390
3223.2,391
3294.2,392
3743.2,393
2927.2,394
2869.1,395
2212.6,396
2433.3,397
1874.4,398
3244.7,399
2912.6,400
2927.4,401
2190.5,402
2696.4,403
2773.0,404
3798.1,405
3015.6,406
3569.4,407
2390.9,408
2777.3,409
2948.5,410
3292.4,411
2450.4,412
3012.9,413
2344.8,414
2901.7,415
3032.2,416
3498.4,417
2490.7,418
2035.7,419
3754.0,420
2122.7,421
4706.5,422
2285.3,423
2984.7,424
2611.9,425
3144.7,426
2073.5,427
2864.8,428
2572.8,429
2210.9,430
2306.7,431
3840.5,432
2695.6,433
3208.9,434
2804.8,435
4253.0,436
4066.5,437
2205.1,438
2788.4,439
3132.5,440
2566.6,441
4134.8,442
3152.2,443
3880.4,444
4529.5,445
2463.6,446
1535.6,447
1971.1,448
2774.2,449
2243.4,450
2184.5,451
3472.2,452
2063.7,453
3610.1,454
1913.5,455
3885.2,456
3828.3,457
5521.7,458
4330.7,459
2986.7,460
2027.1,461
2977.6,462
3803.7,463
4280.2,464
3144.7,465
2267.8,466
2870.6,467
2708.7,468
2168.2,469
1889.4,470
3033.6,471
2155.5,472
2976.4,473
1868.4,474
3594.3,475
3126.5,476
2830.8,477
4195.6,478
2536.0,479
4023.6,480
3364.4,481
1993.1,482
3602.5,483
4332.1,484
5829.6,485
3305.6,486
3073.4,487
2923.7,488
3298.7,489
2906.1,490
3342.1,491
4036.7,492
3404.6,493
2428.6,494
3708.0,495
4432.3,496
1990.6,497
2582.1,498
2766.9,499
4141.4,500
3006.2,501
2857.6,502
7041.4,503
3092.0,504
2485.6,505
2479.4,506
3245.2,507
2603.1,508
1665.6,509
4247.0,510
4890.0,511
2807.8,512
1863.6,513
2660.4,514
3940.5,515
4030.7,516
2743.3,517
2710.0,518
3906.6,519
3278.8,520
4424.2,521
2353.6,522
4666.4,523
3902.0,524
4800.4,525
2688.0,526
1810.7,527
1920.0,528
3913.1,529
1723.8,530
2162.4,531
2336.5,532
3290.4,533
3721.0,534
4141.4,535
2463.8,536
2133.6,537
2304.3,538
2588.4,539
3138.9,540
2656.9,541
4401.1,542
3824.2,543
3359.4,544
2404.6,545
4062.3,546
3021.0,547
1996.3,548
3719.8,549
5391.7,550
4750.0,551
1942.2,552
4077.2,553
1727.9,554
2918.2,555
4798.4,556
2168.1,557
2213.7,558
1868.3,559
