price,id
2113.3,0
3137.7,1
2775.6,2
2927.5,3
2494.3,4
1849.4,5
3227.2,6
2944.7,7
4518.8,8
2485.7,9
2178.2,10
1681.0,11
3069.4,12
3953.2,13
4636.8,14
4706.5,15
4437.0,16
4310.6,17
3343.2,18
2176.0,19
2503.9,20
2272.5,21
3908.4,22
2450.6,23
5074.3,24
2356.4,25
3096.3,26
2257.1,27
3252.5,28
3604.5,29
2158.2,30
2221.4,31
3994.0,32
3151.3,33
3058.3,34
4119.8,35
2831.0,36
1442.7,37
2115.3,38
1814.2,39
1966.0,40
3680.4,41
2469.5,42
2634.4,43
1841.6,44
4281.0,45
3866.3,46
3427.7,47
2339.6,48
2339.0,49
3087.9,50
2906.0,51
3799.2,52
3251.1,53
4421.9,54
2240.3,55
2154.0,56
2516.4,57
3765.8,58
3276.8,59
4577.2,60
3331.3,61
3432.0,62
3050.8,63
3502.2,64
3458.0,65
2248.8,66
2605.9,67
3142.4,68
2515.3,69
3041.8,70
1824.5,71
1600.6,72
2979.4,73
3432.0,74
3002.0,75
2091.5,76
4203.2,77
2716.3,78
2237.7,79
3037.0,80
5548.9,81
1842.0,82
3524.9,83
2070.2,84
3454.5,85
2059.3,86
2375.3,87
2069.5,88
2188.0,89
2744.2,90
2360.4,91
1394.3,92
1891.0,93
2678.4,94
5051.0,95
4190.3,96
3090.2,97
1844.4,98
3051.8,99
2961.5,100
3001.7,101
2198.3,102
1820.4,103
2272.8,104
1802.8,105
2775.0,106
4114.4,107
3277.0,108
2142.7,109
2233.0,110
4340.7,111
3118.2,112
3291.7,113
2160.9,114
3486.8,115
2314.6,116
2217.2,117
2582.8,118
4049.5,119
2059.8,120
2055.6,121
2529.4,122
3684.6,123
2893.9,124
6226.8,125
2093.8,126
3193.6,127
2365.8,128
2291.0,129
3765.9,130
2699.9,131
3489.4,132
2071.7,133
4603.5,134
3439.8,135
2628.5,136
1999.4,137
2086.4,138
3096.6,139
2788.0,140
2101.4,141
2530.8,142
3384.7,143
2209.7,144
3071.6,145
3214.0,146
3224.1,147
2456.0,148
2729.5,149
3213.4,150
3419.9,151
5263.4,152
3999.0,153
2190.4,154
2224.3,155
2860.9,156
2557.4,157
2903.0,158
2826.8,159
3475.2,160
3918.1,161
2823.7,162
2576.6,163
3486.5,164
4594.2,165
2749.4,166
2701.5,167
3587.6,168
3403.1,169
2790.3,170
3749.2,171
4268.2,172
3489.5,173
2258.0,174
3211.8,175
2891.9,176
4106.6,177
2932.6,178
1873.7,179
3117.9,180
4813.3,181
4859.3,182
4057.6,183
5421.6,184
2423.5,185
3294.6,186
3062.8,187
3085.9,188
3617.0,189
3845.5,190
2823.0,191
4212.7,192
2944.4,193
2318.1,194
2069.1,195
3302.5,196
3977.1,197
5237.4,198
1957.3,199
2272.5,200
2171.8,201
4282.3,202
2287.4,203
3423.9,204
2460.4,205
2470.0,206
4272.5,207
1987.9,208
2467.1,209
3376.4,210
2262.7,211
4990.3,212
3167.6,213
4051.2,214
2260.5,215
3937.1,216
5045.1,217
2204.0,218
3809.3,219
5023.7,220
1944.6,221
2339.6,222
2275.7,223
2106.8,224
4046.9,225
1920.3,226
2367.1,227
2261.3,228
3203.5,229
2162.4,230
4270.5,231
3658.5,232
2263.0,233
3248.2,234
3510.0,235
3862.4,236
2595.0,237
3868.7,238
2899.4,239
4625.8,240
2145.9,241
2672.4,242
2101.3,243
3498.4,244
3344.2,245
3674.9,246
5252.9,247
2800.3,248
3653.3,249
3293.2,250
3791.4,251
2083.6,252
3024.0,253
2003.2,254
3712.8,255
2085.5,256
3046.0,257
4629.7,258
4116.2,259
3214.3,260
1823.8,261
4658.5,262
5786.8,263
2733.6,264
2584.5,265
1715.1,266
3222.2,267
1689.4,268
2948.2,269
2282.1,270
2381.7,271
2978.1,272
2507.3,273
2818.0,274
3011.8,275
3791.5,276
2459.3,277
2110.4,278
2555.4,279
2199.5,280
2151.2,281
2415.8,282
2001.7,283
2994.3,284
3073.6,285
3604.4,286
2220.0,287
3722.7,288
2037.5,289
3108.8,290
3166.5,291
2766.9,292
2167.0,293
3030.7,294
4950.0,295
2216.3,296
3169.3,297
3475.1,298
2917.5,299
4536.8,300
2894.7,301
5416.6,302
2901.4,303
3950.4,304
2060.2,305
1842.3,306
1965.4,307
2329.7,308
3419.9,309
1694.1,310
2776.6,311
2602.7,312
4907.6,313
2147.9,314
3317.5,315
4906.3,316
3938.0,317
3222.0,318
3261.4,319
5701.3,320
2136.4,321
3072.3,322
3862.6,323
3523.7,324
3332.0,325
